0001147948|2100000001
0001100667|2100000002
0001145749|2100000003
0001205819|2100000004
0001205823|2100000005
0001092920|2100000006
0001188856|2100000007
0001147970|2100000008
0001097288|2100000009
0001105974|2100000010
0001164865|2100000011
0001205817|2100000012
0001205827|2100000013
0001163049|2100000014
0001164869|2100000015
0001135533|2100000016
0001135537|2100000017
0001196715|2100000018
0001196482|2100000019
0001196484|2100000020
0001176944|2100000021
0001176948|2100000022
0001176929|2100000023
0001188913|2100000024
0001153108|2100000025
0001179961|2100000026
0001176936|2100000027
0001176938|2100000028
0001176942|2100000029
0001176916|2100000030
0001176918|2100000031
0001176920|2100000032
0001174617|2100000033
0001174622|2100000034
0001201589|2100000035
0001214847|2100000036
0001092717|2100000037
0001092719|2100000038
0001123267|2100000039
0001200578|2100000040
0001201298|2100000041
0001201300|2100000042
0001201302|2100000043
0001201306|2100000044
0001201308|2100000045
0001201304|2100000046
0001201336|2100000047
0001201629|2100000048
0001201338|2100000049
0001201667|2100000050
0001204696|2100000051
0001123616|2100000052
0001092715|2100000053
0001175790|2100000054
0001171436|2100000055
0001184228|2100000056
0001184234|2100000057
0001184242|2100000058
0001184224|2100000059
0001192431|2100000060
0001192433|2100000061
0001193616|2100000062
0001110597|2100000063
0001192500|2100000064
0001129922|2100000065
0001153222|2100000066
0001153228|2100000067
0001153224|2100000068
0001184077|2100000069
0001175349|2100000070
0001184081|2100000071
0001184085|2100000072
0001175345|2100000073
0001175365|2100000074
0001175367|2100000075
0001210175|2100000076
0001175355|2100000077
0001173764|2100000078
0001207896|2100000079
0001173749|2100000080
0001184246|2100000081
0001173753|2100000082
0001207898|2100000083
0001185562|2100000084
0001173762|2100000085
0001181966|2100000086
0001181970|2100000087
0001193674|2100000088
0001181978|2100000089
0001184168|2100000090
0001181962|2100000091
0001184101|2100000092
0001181954|2100000093
0001154422|2100000094
0001163015|2100000095
0001164429|2100000096
0001163196|2100000097
0001163200|2100000098
0001163039|2100000099
0001163045|2100000100
0001163047|2100000101
0001179826|2100000102
0001172351|2100000103
0001154424|2100000104
0001163342|2100000105
0001154439|2100000106
0001163249|2100000107
0001154437|2100000108
0001163317|2100000109
0001163321|2100000110
0001186305|2100000111
0001177910|2100000112
0001163407|2100000113
0001206067|2100000114
0001119113|2100000115
0001151208|2100000116
0001152314|2100000117
0001150863|2100000118
0001152515|2100000119
0001152519|2100000120
0001150857|2100000121
0001163658|2100000122
0001163662|2100000123
0001105028|2100000124
0001138503|2100000125
0001167817|2100000126
0001138223|2100000127
0001152366|2100000128
0001138237|2100000129
0001152385|2100000130
0001152389|2100000131
0001104203|2100000132
0001152397|2100000133
0001163656|2100000134
0001201889|2100000135
0001154701|2100000136
0001195240|2100000137
0001185589|2100000138
0001185593|2100000139
0001154213|2100000140
0001185601|2100000141
0001185603|2100000142
0001188481|2100000143
0001154217|2100000144
0001185599|2100000145
0001156549|2100000146
0001188493|2100000147
0001156551|2100000148
0001156547|2100000149
0001152505|2100000150
0001152508|2100000151
0001152511|2100000152
0001207762|2100000153
0001208700|2100000154
0001176217|2100000155
0001123463|2100000156
0001127198|2100000157
0001176892|2100000158
0001176898|2100000159
0001174583|2100000160
0001174579|2100000161
0001176908|2100000162
0001176968|2100000163
0001176866|2100000164
0001174546|2100000165
0001176966|2100000166
0001176880|2100000167
0001188887|2100000168
0001174513|2100000169
0001176850|2100000170
0001176854|2100000171
0001176856|2100000172
0001162142|2100000173
0001189751|2100000174
0001189759|2100000175
0001190769|2100000176
0001202332|2100000177
0001201352|2100000178
0001201440|2100000179
0001201442|2100000180
0001201444|2100000181
0001205706|2100000182
0001201354|2100000183
0001206112|2100000184
0001189749|2100000185
0001173168|2100000186
0001188554|2100000187
0001188556|2100000188
0001188562|2100000189
0001125423|2100000190
0001125464|2100000191
0001125466|2100000192
0001201169|2100000193
0001201173|2100000194
0001156444|2100000195
0001156446|2100000196
0001201897|2100000197
0001201899|2100000198
0001201161|2100000199
0001093699|2100000200
0001111296|2100000201
0001111300|2100000202
0001160948|2100000203
0001177756|2100000204
0001181563|2100000205
0001200272|2100000206
0001177924|2100000207
0001177928|2100000208
0001186331|2100000209
0001179878|2100000210
0001179902|2100000211
0001179903|2100000212
0001171647|2100000213
0001164115|2100000214
0001171656|2100000215
0001172666|2100000216
0001171668|2100000217
0001172670|2100000218
0001164102|2100000219
0001179893|2100000220
0001179897|2100000221
0001177932|2100000222
0001162619|2100000223
0001093660|2100000224
0001096253|2100000225
0001160976|2100000226
0001093721|2100000227
0001181092|2100000228
0001161212|2100000229
0001177586|2100000230
0001161174|2100000231
0001093723|2100000232
0001151250|2100000233
0001206040|2100000234
0001210005|2100000235
0001183626|2100000236
0001183449|2100000237
0001093715|2100000238
0001184062|2100000239
0001177572|2100000240
0001178575|2100000241
0001181088|2100000242
0001093717|2100000243
0001129994|2100000244
0001096256|2100000245
0001153752|2100000246
0001093713|2100000247
0001151239|2100000248
0001093719|2100000249
0001181090|2100000250
0001188848|2100000251
0001093192|2100000252
0001111341|2100000253
0001093198|2100000254
0001206877|2100000255
0001206686|2100000256
0001145743|2100000257
0001093194|2100000258
0001206879|2100000259
0001206881|2100000260
0001206682|2100000261
0001206647|2100000262
0001106112|2100000263
0001106116|2100000264
0001164898|2100000265
0001174026|2100000266
0001174123|2100000267
0001174127|2100000268
0001193689|2100000269
0001174098|2100000270
0001174104|2100000271
0001174112|2100000272
0001174116|2100000273
0001174073|2100000274
0001174093|2100000275
0001174042|2100000276
0001174058|2100000277
0001174020|2100000278
0001188051|2100000279
0001188053|2100000280
0001188065|2100000281
0001188069|2100000282
0001188073|2100000283
0001188085|2100000284
0001188049|2100000285
0001187665|2100000286
0001201779|2100000287
0001201783|2100000288
0001205453|2100000289
0001201769|2100000290
0001201776|2100000291
0001201772|2100000292
0001181771|2100000293
0001201903|2100000294
0001201909|2100000295
0001211147|2100000296
0001201891|2100000297
0001201877|2100000298
0001189805|2100000299
0001111148|2100000300
0001168221|2100000301
0001162026|2100000302
0001162055|2100000303
0001162131|2100000304
0001161995|2100000305
0001168223|2100000306
0001111116|2100000307
0001190679|2100000308
0001190683|2100000309
0001207837|2100000310
0001117311|2100000311
0001117309|2100000312
0001125611|2100000313
0001142064|2100000314
0001142068|2100000315
0001117301|2100000316
0001172049|2100000317
0001117305|2100000318
0001165040|2100000319
0001170954|2100000320
0001202655|2100000321
0001202657|2100000322
0001202641|2100000323
0001202643|2100000324
0001202684|2100000325
0001202686|2100000326
0001209393|2100000327
0001209400|2100000328
0001170956|2100000329
0001126968|2100000330
0001127056|2100000331
0001126985|2100000332
0001127096|2100000333
0001143271|2100000334
0001143259|2100000335
0001126942|2100000336
0001191970|2100000337
0001143267|2100000338
0001191810|2100000339
0001122541|2100000340
0001143282|2100000341
0001122545|2100000342
0001191787|2100000343
0001191850|2100000344
0001195663|2100000345
0001195667|2100000346
0001161359|2100000347
0001161363|2100000348
0001185147|2100000349
0001161373|2100000350
0001205392|2100000351
0001214010|2100000352
0001214317|2100000353
0001156732|2100000354
0001184595|2100000355
0001156755|2100000356
0001156857|2100000357
0001156886|2100000358
0001179969|2100000359
0001152139|2100000360
0001152149|2100000361
0001152153|2100000362
0001157146|2100000363
0001176489|2100000364
0001176500|2100000365
0001176510|2100000366
0001176472|2100000367
0001176476|2100000368
0001176480|2100000369
0001157124|2100000370
0001157132|2100000371
0001157024|2100000372
0001157067|2100000373
0001157071|2100000374
0001193987|2100000375
0001157061|2100000376
0001157065|2100000377
0001152125|2100000378
0001179971|2100000379
0001193957|2100000380
0001156892|2100000381
0001156894|2100000382
0001156898|2100000383
0001193953|2100000384
0001156846|2100000385
0001156853|2100000386
0001156759|2100000387
0001156765|2100000388
0001156735|2100000389
0001156744|2100000390
0001156286|2100000391
0001156289|2100000392
0001184591|2100000393
0001187011|2100000394
0001188010|2100000395
0001188014|2100000396
0001188152|2100000397
0001188186|2100000398
0001187508|2100000399
